300,float48ne,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 701,,,,,,float48ne,,,
301,float48lt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 701,,,,,,float48lt,,,
302,float48le,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 701,,,,,,float48le,,,
303,float48gt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 701,,,,,,float48gt,,,
304,float48ge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 701,,,,,,float48ge,,,
305,float84eq,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 700,,,,,,float84eq,,,
306,float84ne,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 700,,,,,,float84ne,,,
307,float84lt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 700,,,,,,float84lt,,,
308,float84le,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 700,,,,,,float84le,,,
309,float84gt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 700,,,,,,float84gt,,,
310,float84ge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 700,,,,,,float84ge,,,
320,width_bucket,11,10,12,1,0,0,-,f,false,false,true,false,i,s,4,0,23,701 701 701 23,,,,,,width_bucket_float8,,,
311,float8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,701,700,,,,,,ftod,,,
312,float4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,700,701,,,,,,dtof,,,
313,int4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,21,,,,,,i2toi4,,,
314,int2,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,21,23,,,,,,i4toi2,,,
316,float8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,701,23,,,,,,i4tod,,,
317,int4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,701,,,,,,dtoi4,,,
318,float4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,700,23,,,,,,i4tof,,,
319,int4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,700,,,,,,ftoi4,,,
3,heap_tableam_handler,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,269,2281,,,,,,heap_tableam_handler,,,
330,bthandler,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,325,2281,,,,,,bthandler,,,
331,hashhandler,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,325,2281,,,,,,hashhandler,,,
332,gisthandler,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,325,2281,,,,,,gisthandler,,,
333,ginhandler,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,325,2281,,,,,,ginhandler,,,
334,spghandler,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,325,2281,,,,,,spghandler,,,
335,brinhandler,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,325,2281,,,,,,brinhandler,,,
3952,brin_summarize_new_values,11,10,12,1,0,0,-,f,false,false,true,false,v,u,1,0,23,2205,,,,,,brin_summarize_new_values,,,
3999,brin_summarize_range,11,10,12,1,0,0,-,f,false,false,true,false,v,u,2,0,23,2205 20,,,,,,brin_summarize_range,,,
4014,brin_desummarize_range,11,10,12,1,0,0,-,f,false,false,true,false,v,u,2,0,2278,2205 20,,,,,,brin_desummarize_range,,,
338,amvalidate,11,10,12,1,0,0,-,f,false,false,true,false,v,s,1,0,16,26,,,,,,amvalidate,,,
636,pg_indexam_has_property,11,10,12,1,0,0,-,f,false,false,true,false,s,s,2,0,16,26 25,,,,,,pg_indexam_has_property,,,
637,pg_index_has_property,11,10,12,1,0,0,-,f,false,false,true,false,s,s,2,0,16,2205 25,,,,,,pg_index_has_property,,,
638,pg_index_column_has_property,11,10,12,1,0,0,-,f,false,false,true,false,s,s,3,0,16,2205 23 25,,,,,,pg_index_column_has_property,,,
676,pg_indexam_progress_phasename,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,25,26 20,,,,,,pg_indexam_progress_phasename,,,
339,poly_same,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_same,,,
340,poly_contain,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_contain,,,
341,poly_left,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_left,,,
342,poly_overleft,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_overleft,,,
343,poly_overright,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_overright,,,
344,poly_right,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_right,,,
345,poly_contained,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_contained,,,
346,poly_overlap,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,604 604,,,,,,poly_overlap,,,
347,poly_in,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,604,2275,,,,,,poly_in,,,
348,poly_out,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2275,604,,,,,,poly_out,,,
350,btint2cmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,21 21,,,,,,btint2cmp,,,
3129,btint2sortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,btint2sortsupport,,,
351,btint4cmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,23 23,,,,,,btint4cmp,,,
3130,btint4sortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,btint4sortsupport,,,
842,btint8cmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,20 20,,,,,,btint8cmp,,,
3131,btint8sortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,btint8sortsupport,,,
354,btfloat4cmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,700 700,,,,,,btfloat4cmp,,,
3132,btfloat4sortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,btfloat4sortsupport,,,
355,btfloat8cmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,701 701,,,,,,btfloat8cmp,,,
3133,btfloat8sortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,btfloat8sortsupport,,,
356,btoidcmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,26 26,,,,,,btoidcmp,,,
3134,btoidsortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,btoidsortsupport,,,
404,btoidvectorcmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,30 30,,,,,,btoidvectorcmp,,,
358,btcharcmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,18 18,,,,,,btcharcmp,,,
359,btnamecmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,19 19,,,,,,btnamecmp,,,
3135,btnamesortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,btnamesortsupport,,,
360,bttextcmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,25 25,,,,,,bttextcmp,,,
3255,bttextsortsupport,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2278,2281,,,,,,bttextsortsupport,,,
377,cash_cmp,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,23,790 790,,,,,,cash_cmp,,,
382,btarraycmp,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,23,2277 2277,,,,,,btarraycmp,,,
4126,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,20 20 20 16 16,,,,,,in_range_int8_int8,,,
4127,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,23 23 20 16 16,,,,,,in_range_int4_int8,,,
4128,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,23 23 23 16 16,,,,,,in_range_int4_int4,,,
4129,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,23 23 21 16 16,,,,,,in_range_int4_int2,,,
4130,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,21 21 20 16 16,,,,,,in_range_int2_int8,,,
4131,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,21 21 23 16 16,,,,,,in_range_int2_int4,,,
4132,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,21 21 21 16 16,,,,,,in_range_int2_int2,,,
4139,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,701 701 701 16 16,,,,,,in_range_float8_float8,,,
4140,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,700 700 701 16 16,,,,,,in_range_float4_float8,,,
4141,in_range,11,10,12,1,0,0,-,f,false,false,true,false,i,s,5,0,16,1700 1700 1700 16 16,,,,,,in_range_numeric_numeric,,,
361,lseg_distance,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,601 601,,,,,,lseg_distance,,,
362,lseg_interpt,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,600,601 601,,,,,,lseg_interpt,,,
363,dist_ps,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,600 601,,,,,,dist_ps,,,
364,dist_pb,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,600 603,,,,,,dist_pb,,,
365,dist_sb,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,601 603,,,,,,dist_sb,,,
366,close_ps,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,600,600 601,,,,,,close_ps,,,
367,close_pb,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,600,600 603,,,,,,close_pb,,,
368,close_sb,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,600,601 603,,,,,,close_sb,,,
369,on_ps,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,600 601,,,,,,on_ps,,,
370,path_distance,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,602 602,,,,,,path_distance,,,
371,dist_ppath,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,600 602,,,,,,dist_ppath,,,
372,on_sb,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,601 603,,,,,,on_sb,,,
373,inter_sb,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,601 603,,,,,,inter_sb,,,
401,text,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,25,1042,,,,,,rtrim1,,,
406,text,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,25,19,,,,,,name_text,,,
407,name,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,19,25,,,,,,text_name,,,
408,bpchar,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,1042,19,,,,,,name_bpchar,,,
409,name,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,19,1042,,,,,,bpchar_name,,,
449,hashint2,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,21,,,,,,hashint2,,,
441,hashint2extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,21 20,,,,,,hashint2extended,,,
450,hashint4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,23,,,,,,hashint4,,,
425,hashint4extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,23 20,,,,,,hashint4extended,,,
949,hashint8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,20,,,,,,hashint8,,,
442,hashint8extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,20 20,,,,,,hashint8extended,,,
451,hashfloat4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,700,,,,,,hashfloat4,,,
443,hashfloat4extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,700 20,,,,,,hashfloat4extended,,,
452,hashfloat8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,701,,,,,,hashfloat8,,,
444,hashfloat8extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,701 20,,,,,,hashfloat8extended,,,
453,hashoid,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,26,,,,,,hashoid,,,
445,hashoidextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,26 20,,,,,,hashoidextended,,,
454,hashchar,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,18,,,,,,hashchar,,,
446,hashcharextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,18 20,,,,,,hashcharextended,,,
455,hashname,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,19,,,,,,hashname,,,
447,hashnameextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,19 20,,,,,,hashnameextended,,,
400,hashtext,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,25,,,,,,hashtext,,,
448,hashtextextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,25 20,,,,,,hashtextextended,,,
456,hashvarlena,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,2281,,,,,,hashvarlena,,,
772,hashvarlenaextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,2281 20,,,,,,hashvarlenaextended,,,
457,hashoidvector,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,30,,,,,,hashoidvector,,,
776,hashoidvectorextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,30 20,,,,,,hashoidvectorextended,,,
329,hash_aclitem,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,1033,,,,,,hash_aclitem,,,
777,hash_aclitem_extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,1033 20,,,,,,hash_aclitem_extended,,,
399,hashmacaddr,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,829,,,,,,hashmacaddr,,,
778,hashmacaddrextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,829 20,,,,,,hashmacaddrextended,,,
422,hashinet,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,869,,,,,,hashinet,,,
779,hashinetextended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,869 20,,,,,,hashinetextended,,,
432,hash_numeric,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,1700,,,,,,hash_numeric,,,
780,hash_numeric_extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,1700 20,,,,,,hash_numeric_extended,,,
328,hashmacaddr8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,774,,,,,,hashmacaddr8,,,
781,hashmacaddr8extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,774 20,,,,,,hashmacaddr8extended,,,
438,num_nulls,11,10,12,1,0,2276,-,f,false,false,false,false,i,s,1,0,23,2276,{2276},{v},,,,pg_num_nulls,,,
440,num_nonnulls,11,10,12,1,0,2276,-,f,false,false,false,false,i,s,1,0,23,2276,{2276},{v},,,,pg_num_nonnulls,,,
458,text_larger,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,25,25 25,,,,,,text_larger,,,
459,text_smaller,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,25,25 25,,,,,,text_smaller,,,
460,int8in,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,20,2275,,,,,,int8in,,,
461,int8out,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2275,20,,,,,,int8out,,,
462,int8um,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,20,20,,,,,,int8um,,,
463,int8pl,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,20 20,,,,,,int8pl,,,
464,int8mi,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,20 20,,,,,,int8mi,,,
465,int8mul,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,20 20,,,,,,int8mul,,,
466,int8div,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,20 20,,,,,,int8div,,,
467,int8eq,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 20,,,,,,int8eq,,,
468,int8ne,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 20,,,,,,int8ne,,,
469,int8lt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 20,,,,,,int8lt,,,
470,int8gt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 20,,,,,,int8gt,,,
471,int8le,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 20,,,,,,int8le,,,
472,int8ge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 20,,,,,,int8ge,,,
474,int84eq,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 23,,,,,,int84eq,,,
475,int84ne,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 23,,,,,,int84ne,,,
476,int84lt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 23,,,,,,int84lt,,,
477,int84gt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 23,,,,,,int84gt,,,
478,int84le,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 23,,,,,,int84le,,,
479,int84ge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,20 23,,,,,,int84ge,,,
480,int4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,20,,,,,,int84,,,
481,int8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,20,23,,,,,,int48,,,
482,float8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,701,20,,,,,,i8tod,,,
483,int8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,20,701,,,,,,dtoi8,,,
626,hash_array,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,2277,,,,,,hash_array,,,
782,hash_array_extended,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,20,2277 20,,,,,,hash_array_extended,,,
652,float4,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,700,20,,,,,,i8tof,,,
653,int8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,20,700,,,,,,ftoi8,,,
714,int2,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,21,20,,,,,,int82,,,
754,int8,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,20,21,,,,,,int28,,,
655,namelt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,19 19,,,,,,namelt,,,
656,namele,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,19 19,,,,,,namele,,,
657,namegt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,19 19,,,,,,namegt,,,
658,namege,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,19 19,,,,,,namege,,,
659,namene,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,19 19,,,,,,namene,,,
668,bpchar,11,10,12,1,0,0,-,f,false,false,true,false,i,s,3,0,1042,1042 23 16,,,,,,bpchar,,,
3097,varchar_support,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2281,2281,,,,,,varchar_support,,,
669,varchar,11,10,12,1,0,0,varchar_support,f,false,false,true,false,i,s,3,0,1043,1043 23 16,,,,,,varchar,,,
619,oidvectorne,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,30 30,,,,,,oidvectorne,,,
677,oidvectorlt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,30 30,,,,,,oidvectorlt,,,
678,oidvectorle,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,30 30,,,,,,oidvectorle,,,
679,oidvectoreq,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,30 30,,,,,,oidvectoreq,,,
680,oidvectorge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,30 30,,,,,,oidvectorge,,,
681,oidvectorgt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,30 30,,,,,,oidvectorgt,,,
710,getpgusername,11,10,12,1,0,0,-,f,false,false,true,false,s,s,0,0,19,"",,,,,,current_user,,,
716,oidlt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,26 26,,,,,,oidlt,,,
717,oidle,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,26 26,,,,,,oidle,,,
720,octet_length,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,17,,,,,,byteaoctetlen,,,
721,get_byte,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,23,17 23,,,,,,byteaGetByte,,,
722,set_byte,11,10,12,1,0,0,-,f,false,false,true,false,i,s,3,0,17,17 23 23,,,,,,byteaSetByte,,,
723,get_bit,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,23,17 23,,,,,,byteaGetBit,,,
724,set_bit,11,10,12,1,0,0,-,f,false,false,true,false,i,s,3,0,17,17 23 23,,,,,,byteaSetBit,,,
749,overlay,11,10,12,1,0,0,-,f,false,false,true,false,i,s,4,0,17,17 17 23 23,,,,,,byteaoverlay,,,
752,overlay,11,10,12,1,0,0,-,f,false,false,true,false,i,s,3,0,17,17 17 23,,,,,,byteaoverlay_no_len,,,
725,dist_pl,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,600 628,,,,,,dist_pl,,,
726,dist_lb,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,628 603,,,,,,dist_lb,,,
727,dist_sl,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,601 628,,,,,,dist_sl,,,
728,dist_cpoly,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,718 604,,,,,,dist_cpoly,,,
729,poly_distance,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,604 604,,,,,,poly_distance,,,
3275,dist_ppoly,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,600 604,,,,,,dist_ppoly,,,
3292,dist_polyp,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,604 600,,,,,,dist_polyp,,,
3290,dist_cpoint,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,701,718 600,,,,,,dist_cpoint,,,
740,text_lt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,25 25,,,,,,text_lt,,,
741,text_le,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,25 25,,,,,,text_le,,,
742,text_gt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,25 25,,,,,,text_gt,,,
743,text_ge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,25 25,,,,,,text_ge,,,
745,current_user,11,10,12,1,0,0,-,f,false,false,true,false,s,s,0,0,19,"",,,,,,current_user,,,
746,session_user,11,10,12,1,0,0,-,f,false,false,true,false,s,s,0,0,19,"",,,,,,session_user,,,
744,array_eq,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,2277 2277,,,,,,array_eq,,,
390,array_ne,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,2277 2277,,,,,,array_ne,,,
391,array_lt,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,2277 2277,,,,,,array_lt,,,
392,array_gt,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,2277 2277,,,,,,array_gt,,,
393,array_le,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,2277 2277,,,,,,array_le,,,
396,array_ge,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,16,2277 2277,,,,,,array_ge,,,
747,array_dims,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,25,2277,,,,,,array_dims,,,
748,array_ndims,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,2277,,,,,,array_ndims,,,
750,array_in,11,10,12,1,0,0,-,f,false,false,true,false,s,s,3,0,2277,2275 26 23,,,,,,array_in,,,
751,array_out,11,10,12,1,0,0,-,f,false,false,true,false,s,s,1,0,2275,2277,,,,,,array_out,,,
2091,array_lower,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,23,2277 23,,,,,,array_lower,,,
2092,array_upper,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,23,2277 23,,,,,,array_upper,,,
2176,array_length,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,23,2277 23,,,,,,array_length,,,
3179,cardinality,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,23,2277,,,,,,array_cardinality,,,
378,array_append,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,2277,2277 2283,,,,,,array_append,,,
379,array_prepend,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,2277,2283 2277,,,,,,array_prepend,,,
383,array_cat,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,2277,2277 2277,,,,,,array_cat,,,
394,string_to_array,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,1009,25 25,,,,,,text_to_array,,,
395,array_to_string,11,10,12,1,0,0,-,f,false,false,true,false,s,s,2,0,25,2277 25,,,,,,array_to_text,,,
376,string_to_array,11,10,12,1,0,0,-,f,false,false,false,false,i,s,3,0,1009,25 25 25,,,,,,text_to_array_null,,,
384,array_to_string,11,10,12,1,0,0,-,f,false,false,false,false,s,s,3,0,25,2277 25 25,,,,,,array_to_text_null,,,
515,array_larger,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,2277,2277 2277,,,,,,array_larger,,,
516,array_smaller,11,10,12,1,0,0,-,f,false,false,true,false,i,s,2,0,2277,2277 2277,,,,,,array_smaller,,,
3277,array_position,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,23,2277 2283,,,,,,array_position,,,
3278,array_position,11,10,12,1,0,0,-,f,false,false,false,false,i,s,3,0,23,2277 2283 23,,,,,,array_position_start,,,
3279,array_positions,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,1007,2277 2283,,,,,,array_positions,,,
1191,generate_subscripts,11,10,12,1,1000,0,-,f,false,false,true,true,i,s,3,0,23,2277 23 16,,,,,,generate_subscripts,,,
1192,generate_subscripts,11,10,12,1,1000,0,-,f,false,false,true,true,i,s,2,0,23,2277 23,,,,,,generate_subscripts_nodir,,,
1193,array_fill,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,2277,2283 1007,,,,,,array_fill,,,
1286,array_fill,11,10,12,1,0,0,-,f,false,false,false,false,i,s,3,0,2277,2283 1007 1007,,,,,,array_fill_with_lower_bounds,,,
2331,unnest,11,10,12,1,100,0,array_unnest_support,f,false,false,true,true,i,s,1,0,2283,2277,,,,,,array_unnest,,,
3996,array_unnest_support,11,10,12,1,0,0,-,f,false,false,true,false,i,s,1,0,2281,2281,,,,,,array_unnest_support,,,
3167,array_remove,11,10,12,1,0,0,-,f,false,false,false,false,i,s,2,0,2277,2277 2283,,,,,,array_remove,,,
